genome	name1	name2	coverage_overlap	compared_bases_count	consensus_SNPs	population_SNPs	popANI	conANI	percent_compared	site	subject1	subject2	sample1	sample2
L_iners.fna	SRR6748114.bam	SRR6747995.bam	0.3218283582089552	1725	37	12	0.9930434782608696	0.9785507246376812	0.0013081064684916	gut	T18	T7	SRR6748114	SRR6747995
L_jensenii.fna	SRR6748114.bam	SRR6747995.bam	0.7045454545454546	465	10	0	1.0	0.978494623655914	0.0002779522866506	gut	T18	T7	SRR6748114	SRR6747995
P_bivia.fna	SRR6748114.bam	SRR6747995.bam	0.919893210110298	2127926	13704	11672	0.9945148468508772	0.993559926426013	0.8440004473992538	gut	T18	T7	SRR6748114	SRR6747995
P_vulgatus.fna	SRR6748114.bam	SRR6747995.bam	0.3046827348685451	995067	20845	19979	0.9799219550040348	0.9790516618478956	0.1927233343578939	gut	T18	T7	SRR6748114	SRR6747995
B_fragilis.fna	SRR6748114.bam	SRR6748035.bam	0.4052845859721952	16233	142	43	0.9973510749707386	0.9912523871126716	0.0030968960451761	gut	T18	T7	SRR6748114	SRR6748035
F_prausnitzii.fna	SRR6748114.bam	SRR6748035.bam	0.4597556201197218	134316	1772	177	0.9986822120968464	0.9868072307096696	0.0433887240873705	gut	T18	T7	SRR6748114	SRR6748035
G_vaginalis.fna	SRR6748114.bam	SRR6748035.bam		0	0	0			0.0	gut	T18	T7	SRR6748114	SRR6748035
L_crispatus.fna	SRR6748114.bam	SRR6748035.bam	0.3619271445358402	1848	22	4	0.997835497835498	0.988095238095238	0.0009134672656929	gut	T18	T7	SRR6748114	SRR6748035
L_iners.fna	SRR6748114.bam	SRR6748035.bam	0.2627136526693395	1245	27	2	0.9983935742971888	0.9783132530120482	0.0009441116250853	gut	T18	T7	SRR6748114	SRR6748035
L_jensenii.fna	SRR6748114.bam	SRR6748035.bam	0.376068376068376	308	8	0	1.0	0.974025974025974	0.0001841060307277	gut	T18	T7	SRR6748114	SRR6748035
P_bivia.fna	SRR6748114.bam	SRR6748035.bam	0.9189147250321184	2128178	13675	11684	0.994509857728066	0.9935743156822407	0.8441003982963925	gut	T18	T7	SRR6748114	SRR6748035
P_vulgatus.fna	SRR6748114.bam	SRR6748035.bam	0.3223471474098341	1214586	25718	24432	0.9798845038556347	0.9788257068663726	0.2352395002390964	gut	T18	T7	SRR6748114	SRR6748035
B_fragilis.fna	SRR6748153.bam	SRR6747995.bam	0.0829201877558353	778	6	2	0.9974293059125964	0.9922879177377892	0.0001484251292519	gut	T18	T7	SRR6748153	SRR6747995
F_prausnitzii.fna	SRR6748153.bam	SRR6747995.bam	0.3463081463170753	51819	698	157	0.9969702232771764	0.986530037245026	0.0167393333145973	gut	T18	T7	SRR6748153	SRR6747995
G_vaginalis.fna	SRR6748153.bam	SRR6747995.bam		0	0	0			0.0	gut	T18	T7	SRR6748153	SRR6747995
L_crispatus.fna	SRR6748153.bam	SRR6747995.bam	0.0427020506634499	177	1	0	1.0	0.9943502824858758	8.749118291539405e-05	gut	T18	T7	SRR6748153	SRR6747995
L_iners.fna	SRR6748153.bam	SRR6747995.bam	0.5027764556560368	3169	79	18	0.9943199747554432	0.9750710003155568	0.0024031242890725	gut	T18	T7	SRR6748153	SRR6747995
L_jensenii.fna	SRR6748153.bam	SRR6747995.bam	0.7098445595854922	411	12	1	0.9975669099756692	0.9708029197080292	0.000245673956588	gut	T18	T7	SRR6748153	SRR6747995
P_bivia.fna	SRR6748153.bam	SRR6747995.bam	0.6242432437762837	1424281	9644	7691	0.9946000824275548	0.993228864247996	0.5649133481250084	gut	T18	T7	SRR6748153	SRR6747995
P_vulgatus.fna	SRR6748153.bam	SRR6747995.bam	0.030224560211093	86092	1674	1569	0.9817753101333456	0.9805556846164568	0.0166741910861678	gut	T18	T7	SRR6748153	SRR6747995
B_fragilis.fna	SRR6748153.bam	SRR6748035.bam	0.0849333757648851	1820	14	2	0.9989010989010988	0.9923076923076924	0.000347215597993	gut	T18	T7	SRR6748153	SRR6748035
F_prausnitzii.fna	SRR6748153.bam	SRR6748035.bam	0.3797768625728203	75485	984	199	0.9973637146452936	0.986964297542558	0.0243842717005804	gut	T18	T7	SRR6748153	SRR6748035
G_vaginalis.fna	SRR6748153.bam	SRR6748035.bam		0	0	0			0.0	gut	T18	T7	SRR6748153	SRR6748035
L_crispatus.fna	SRR6748153.bam	SRR6748035.bam	0.1511698880976602	743	3	1	0.9986541049798116	0.9959623149394348	0.0003672652480572	gut	T18	T7	SRR6748153	SRR6748035
L_iners.fna	SRR6748153.bam	SRR6748035.bam	0.4316743629211561	2524	54	6	0.997622820919176	0.9786053882725833	0.0019140062182452	gut	T18	T7	SRR6748153	SRR6748035
L_jensenii.fna	SRR6748153.bam	SRR6748035.bam	0.3952180028129395	281	7	1	0.99644128113879	0.9750889679715302	0.0001679668656964	gut	T18	T7	SRR6748153	SRR6748035
P_bivia.fna	SRR6748153.bam	SRR6748035.bam	0.6232624148621907	1423962	9661	7706	0.9945883387337584	0.9932154088381572	0.5647868229814084	gut	T18	T7	SRR6748153	SRR6748035
P_vulgatus.fna	SRR6748153.bam	SRR6748035.bam	0.0306570762874914	108750	2153	1990	0.9817011494252874	0.9802022988505747	0.0210625642408209	gut	T18	T7	SRR6748153	SRR6748035
L_crispatus.fna	SRR6748176.bam	SRR6748217.bam		0	0	0			0.0	vagina	M4	P2	SRR6748176	SRR6748217
L_iners.fna	SRR6748176.bam	SRR6748217.bam		0	0	0			0.0	vagina	M4	P2	SRR6748176	SRR6748217
P_bivia.fna	SRR6748176.bam	SRR6748217.bam		0	0	0			0.0	vagina	M4	P2	SRR6748176	SRR6748217
L_crispatus.fna	SRR6748176.bam	SRR6748219.bam		0	0	0			0.0	vagina	M4	P2	SRR6748176	SRR6748219
L_iners.fna	SRR6748176.bam	SRR6748219.bam		0	0	0			0.0	vagina	M4	P2	SRR6748176	SRR6748219
L_jensenii.fna	SRR6748176.bam	SRR6748219.bam		0	0	0			0.0	vagina	M4	P2	SRR6748176	SRR6748219
P_bivia.fna	SRR6748176.bam	SRR6748219.bam		0	0	0			0.0	vagina	M4	P2	SRR6748176	SRR6748219
B_fragilis.fna	SRR6748176.bam	SRR6747944.bam		0	0	0			0.0	vagina	M4	T18	SRR6748176	SRR6747944
F_prausnitzii.fna	SRR6748176.bam	SRR6747944.bam		0	0	0			0.0	vagina	M4	T18	SRR6748176	SRR6747944
L_crispatus.fna	SRR6748176.bam	SRR6747944.bam		0	0	0			0.0	vagina	M4	T18	SRR6748176	SRR6747944
L_iners.fna	SRR6748176.bam	SRR6747944.bam	0.0004884854088508	597	0	0	1.0	1.0	0.0004527185864866	vagina	M4	T18	SRR6748176	SRR6747944
L_jensenii.fna	SRR6748176.bam	SRR6747944.bam		0	0	0			0.0	vagina	M4	T18	SRR6748176	SRR6747944
P_bivia.fna	SRR6748176.bam	SRR6747944.bam		0	0	0			0.0	vagina	M4	T18	SRR6748176	SRR6747944
P_vulgatus.fna	SRR6748176.bam	SRR6747944.bam		0	0	0			0.0	vagina	M4	T18	SRR6748176	SRR6747944
B_fragilis.fna	SRR6748176.bam	SRR6748192.bam		0	0	0			0.0	vagina	M4	T18	SRR6748176	SRR6748192
F_prausnitzii.fna	SRR6748176.bam	SRR6748192.bam		0	0	0			0.0	vagina	M4	T18	SRR6748176	SRR6748192
L_crispatus.fna	SRR6748176.bam	SRR6748192.bam		0	0	0			0.0	vagina	M4	T18	SRR6748176	SRR6748192
L_iners.fna	SRR6748176.bam	SRR6748192.bam	0.0004876044735464	597	0	0	1.0	1.0	0.0004527185864866	vagina	M4	T18	SRR6748176	SRR6748192
L_jensenii.fna	SRR6748176.bam	SRR6748192.bam	0.0344522968197879	78	3	0	1.0	0.9615384615384616	4.662425453495594e-05	vagina	M4	T18	SRR6748176	SRR6748192
P_bivia.fna	SRR6748176.bam	SRR6748192.bam		0	0	0			0.0	vagina	M4	T18	SRR6748176	SRR6748192
P_vulgatus.fna	SRR6748176.bam	SRR6748192.bam		0	0	0			0.0	vagina	M4	T18	SRR6748176	SRR6748192
B_fragilis.fna	SRR6748176.bam	SRR6748065.bam		0	0	0			0.0	vagina	M4	T7	SRR6748176	SRR6748065
F_prausnitzii.fna	SRR6748176.bam	SRR6748065.bam		0	0	0			0.0	vagina	M4	T7	SRR6748176	SRR6748065
L_crispatus.fna	SRR6748176.bam	SRR6748065.bam		0	0	0			0.0	vagina	M4	T7	SRR6748176	SRR6748065
L_iners.fna	SRR6748176.bam	SRR6748065.bam	0.0004816625344808	597	0	0	1.0	1.0	0.0004527185864866	vagina	M4	T7	SRR6748176	SRR6748065
L_jensenii.fna	SRR6748176.bam	SRR6748065.bam		0	0	0			0.0	vagina	M4	T7	SRR6748176	SRR6748065
P_bivia.fna	SRR6748176.bam	SRR6748065.bam		0	0	0			0.0	vagina	M4	T7	SRR6748176	SRR6748065
P_vulgatus.fna	SRR6748176.bam	SRR6748065.bam		0	0	0			0.0	vagina	M4	T7	SRR6748176	SRR6748065
L_crispatus.fna	SRR6748176.bam	SRR6748072.bam	9.18743771017096e-05	138	0	0	1.0	1.0	6.821346464590044e-05	vagina	M4	T7	SRR6748176	SRR6748072
L_iners.fna	SRR6748176.bam	SRR6748072.bam	0.0004815603523376	597	0	0	1.0	1.0	0.0004527185864866	vagina	M4	T7	SRR6748176	SRR6748072
L_jensenii.fna	SRR6748176.bam	SRR6748072.bam	0.1059085841694537	95	0	0	1.0	1.0	5.678595103616428e-05	vagina	M4	T7	SRR6748176	SRR6748072
P_bivia.fna	SRR6748176.bam	SRR6748072.bam		0	0	0			0.0	vagina	M4	T7	SRR6748176	SRR6748072
L_crispatus.fna	SRR6748177.bam	SRR6748217.bam		0	0	0			0.0	vagina	M4	P2	SRR6748177	SRR6748217
L_iners.fna	SRR6748177.bam	SRR6748217.bam		0	0	0			0.0	vagina	M4	P2	SRR6748177	SRR6748217
P_bivia.fna	SRR6748177.bam	SRR6748217.bam		0	0	0			0.0	vagina	M4	P2	SRR6748177	SRR6748217
L_crispatus.fna	SRR6748177.bam	SRR6748219.bam		0	0	0			0.0	vagina	M4	P2	SRR6748177	SRR6748219
L_iners.fna	SRR6748177.bam	SRR6748219.bam		0	0	0			0.0	vagina	M4	P2	SRR6748177	SRR6748219
L_jensenii.fna	SRR6748177.bam	SRR6748219.bam		0	0	0			0.0	vagina	M4	P2	SRR6748177	SRR6748219
P_bivia.fna	SRR6748177.bam	SRR6748219.bam		0	0	0			0.0	vagina	M4	P2	SRR6748177	SRR6748219
B_fragilis.fna	SRR6748177.bam	SRR6747944.bam		0	0	0			0.0	vagina	M4	T18	SRR6748177	SRR6747944
F_prausnitzii.fna	SRR6748177.bam	SRR6747944.bam		0	0	0			0.0	vagina	M4	T18	SRR6748177	SRR6747944
L_crispatus.fna	SRR6748177.bam	SRR6747944.bam		0	0	0			0.0	vagina	M4	T18	SRR6748177	SRR6747944
L_iners.fna	SRR6748177.bam	SRR6747944.bam	0.0029129113157604	3560	74	74	0.9792134831460674	0.9792134831460674	0.0026996284219306	vagina	M4	T18	SRR6748177	SRR6747944
L_jensenii.fna	SRR6748177.bam	SRR6747944.bam		0	0	0			0.0	vagina	M4	T18	SRR6748177	SRR6747944
P_bivia.fna	SRR6748177.bam	SRR6747944.bam		0	0	0			0.0	vagina	M4	T18	SRR6748177	SRR6747944
P_vulgatus.fna	SRR6748177.bam	SRR6747944.bam		0	0	0			0.0	vagina	M4	T18	SRR6748177	SRR6747944
B_fragilis.fna	SRR6748177.bam	SRR6748192.bam		0	0	0			0.0	vagina	M4	T18	SRR6748177	SRR6748192
F_prausnitzii.fna	SRR6748177.bam	SRR6748192.bam		0	0	0			0.0	vagina	M4	T18	SRR6748177	SRR6748192
L_crispatus.fna	SRR6748177.bam	SRR6748192.bam		0	0	0			0.0	vagina	M4	T18	SRR6748177	SRR6748192
L_iners.fna	SRR6748177.bam	SRR6748192.bam	0.0029076581672115	3560	74	45	0.9873595505617978	0.9792134831460674	0.0026996284219306	vagina	M4	T18	SRR6748177	SRR6748192
L_jensenii.fna	SRR6748177.bam	SRR6748192.bam	0.0289703315881326	83	3	0	1.0	0.963855421686747	4.961298880001721e-05	vagina	M4	T18	SRR6748177	SRR6748192
P_bivia.fna	SRR6748177.bam	SRR6748192.bam		0	0	0			0.0	vagina	M4	T18	SRR6748177	SRR6748192
P_vulgatus.fna	SRR6748177.bam	SRR6748192.bam		0	0	0			0.0	vagina	M4	T18	SRR6748177	SRR6748192
B_fragilis.fna	SRR6748177.bam	SRR6748065.bam		0	0	0			0.0	vagina	M4	T7	SRR6748177	SRR6748065
F_prausnitzii.fna	SRR6748177.bam	SRR6748065.bam		0	0	0			0.0	vagina	M4	T7	SRR6748177	SRR6748065
L_crispatus.fna	SRR6748177.bam	SRR6748065.bam		0	0	0			0.0	vagina	M4	T7	SRR6748177	SRR6748065
L_iners.fna	SRR6748177.bam	SRR6748065.bam	0.0028722254987466	3560	74	74	0.9792134831460674	0.9792134831460674	0.0026996284219306	vagina	M4	T7	SRR6748177	SRR6748065
L_jensenii.fna	SRR6748177.bam	SRR6748065.bam		0	0	0			0.0	vagina	M4	T7	SRR6748177	SRR6748065
P_bivia.fna	SRR6748177.bam	SRR6748065.bam		0	0	0			0.0	vagina	M4	T7	SRR6748177	SRR6748065
P_vulgatus.fna	SRR6748177.bam	SRR6748065.bam		0	0	0			0.0	vagina	M4	T7	SRR6748177	SRR6748065
L_crispatus.fna	SRR6748177.bam	SRR6748072.bam	9.190013518643076e-05	138	0	0	1.0	1.0	6.821346464590044e-05	vagina	M4	T7	SRR6748177	SRR6748072
L_iners.fna	SRR6748177.bam	SRR6748072.bam	0.0028716161713935	3560	74	74	0.9792134831460674	0.9792134831460674	0.0026996284219306	vagina	M4	T7	SRR6748177	SRR6748072
L_jensenii.fna	SRR6748177.bam	SRR6748072.bam	0.0018808777429467	3	0	0	1.0	1.0	1.7932405590367668e-06	vagina	M4	T7	SRR6748177	SRR6748072
P_bivia.fna	SRR6748177.bam	SRR6748072.bam		0	0	0			0.0	vagina	M4	T7	SRR6748177	SRR6748072
G_vaginalis.fna	SRR6748217.bam	SRR6747944.bam	6.541351809599565e-07	1	0	0	1.0	1.0	5.99733958016224e-07	vagina	P2	T18	SRR6748217	SRR6747944
L_crispatus.fna	SRR6748217.bam	SRR6747944.bam		0	0	0			0.0	vagina	P2	T18	SRR6748217	SRR6747944
L_iners.fna	SRR6748217.bam	SRR6747944.bam	0.001259442755834	1541	46	46	0.9701492537313432	0.9701492537313432	0.0011685751118525	vagina	P2	T18	SRR6748217	SRR6747944
P_bivia.fna	SRR6748217.bam	SRR6747944.bam		0	0	0			0.0	vagina	P2	T18	SRR6748217	SRR6747944
G_vaginalis.fna	SRR6748217.bam	SRR6748192.bam	9.288519063377136e-05	142	5	5	0.9647887323943662	0.9647887323943662	8.516222203830381e-05	vagina	P2	T18	SRR6748217	SRR6748192
L_crispatus.fna	SRR6748217.bam	SRR6748192.bam		0	0	0			0.0	vagina	P2	T18	SRR6748217	SRR6748192
L_iners.fna	SRR6748217.bam	SRR6748192.bam	0.0012571740912817	1541	46	46	0.9701492537313432	0.9701492537313432	0.0011685751118525	vagina	P2	T18	SRR6748217	SRR6748192
P_bivia.fna	SRR6748217.bam	SRR6748192.bam		0	0	0			0.0	vagina	P2	T18	SRR6748217	SRR6748192
G_vaginalis.fna	SRR6748217.bam	SRR6748065.bam		0	0	0			0.0	vagina	P2	T7	SRR6748217	SRR6748065
L_crispatus.fna	SRR6748217.bam	SRR6748065.bam		0	0	0			0.0	vagina	P2	T7	SRR6748217	SRR6748065
L_iners.fna	SRR6748217.bam	SRR6748065.bam	0.0012539750849012	1556	44	44	0.9717223650385604	0.9717223650385604	0.001179949950709	vagina	P2	T7	SRR6748217	SRR6748065
P_bivia.fna	SRR6748217.bam	SRR6748065.bam		0	0	0			0.0	vagina	P2	T7	SRR6748217	SRR6748065
G_vaginalis.fna	SRR6748217.bam	SRR6748072.bam		0	0	0			0.0	vagina	P2	T7	SRR6748217	SRR6748072
L_crispatus.fna	SRR6748217.bam	SRR6748072.bam		0	0	0			0.0	vagina	P2	T7	SRR6748217	SRR6748072
L_iners.fna	SRR6748217.bam	SRR6748072.bam	0.0012537093601973	1556	44	44	0.9717223650385604	0.9717223650385604	0.001179949950709	vagina	P2	T7	SRR6748217	SRR6748072
P_bivia.fna	SRR6748217.bam	SRR6748072.bam		0	0	0			0.0	vagina	P2	T7	SRR6748217	SRR6748072
G_vaginalis.fna	SRR6748219.bam	SRR6747944.bam		0	0	0			0.0	vagina	P2	T18	SRR6748219	SRR6747944
L_crispatus.fna	SRR6748219.bam	SRR6747944.bam		0	0	0			0.0	vagina	P2	T18	SRR6748219	SRR6747944
L_iners.fna	SRR6748219.bam	SRR6747944.bam	0.000731162147065	894	35	35	0.9608501118568232	0.9608501118568232	0.0006779403958443	vagina	P2	T18	SRR6748219	SRR6747944
L_jensenii.fna	SRR6748219.bam	SRR6747944.bam		0	0	0			0.0	vagina	P2	T18	SRR6748219	SRR6747944
P_bivia.fna	SRR6748219.bam	SRR6747944.bam		0	0	0			0.0	vagina	P2	T18	SRR6748219	SRR6747944
G_vaginalis.fna	SRR6748219.bam	SRR6748192.bam	9.006314280924693e-05	137	5	5	0.9635036496350364	0.9635036496350364	8.216355224822269e-05	vagina	P2	T18	SRR6748219	SRR6748192
L_crispatus.fna	SRR6748219.bam	SRR6748192.bam		0	0	0			0.0	vagina	P2	T18	SRR6748219	SRR6748192
L_iners.fna	SRR6748219.bam	SRR6748192.bam	0.0007298441774517	894	35	35	0.9608501118568232	0.9608501118568232	0.0006779403958443	vagina	P2	T18	SRR6748219	SRR6748192
L_jensenii.fna	SRR6748219.bam	SRR6748192.bam		0	0	0			0.0	vagina	P2	T18	SRR6748219	SRR6748192
P_bivia.fna	SRR6748219.bam	SRR6748192.bam		0	0	0			0.0	vagina	P2	T18	SRR6748219	SRR6748192
G_vaginalis.fna	SRR6748219.bam	SRR6748065.bam		0	0	0			0.0	vagina	P2	T7	SRR6748219	SRR6748065
L_crispatus.fna	SRR6748219.bam	SRR6748065.bam		0	0	0			0.0	vagina	P2	T7	SRR6748219	SRR6748065
L_iners.fna	SRR6748219.bam	SRR6748065.bam	0.0011738964163483	1455	37	37	0.9745704467353952	0.9745704467353952	0.0011033593690756	vagina	P2	T7	SRR6748219	SRR6748065
L_jensenii.fna	SRR6748219.bam	SRR6748065.bam		0	0	0			0.0	vagina	P2	T7	SRR6748219	SRR6748065
P_bivia.fna	SRR6748219.bam	SRR6748065.bam		0	0	0			0.0	vagina	P2	T7	SRR6748219	SRR6748065
G_vaginalis.fna	SRR6748219.bam	SRR6748072.bam		0	0	0			0.0	vagina	P2	T7	SRR6748219	SRR6748072
L_crispatus.fna	SRR6748219.bam	SRR6748072.bam		0	0	0			0.0	vagina	P2	T7	SRR6748219	SRR6748072
L_iners.fna	SRR6748219.bam	SRR6748072.bam	0.0011776852837737	1460	37	37	0.9746575342465752	0.9746575342465752	0.0011071509820277	vagina	P2	T7	SRR6748219	SRR6748072
L_jensenii.fna	SRR6748219.bam	SRR6748072.bam		0	0	0			0.0	vagina	P2	T7	SRR6748219	SRR6748072
P_bivia.fna	SRR6748219.bam	SRR6748072.bam		0	0	0			0.0	vagina	P2	T7	SRR6748219	SRR6748072
G_vaginalis.fna	SRR6747944.bam	SRR6748065.bam		0	0	0			0.0	vagina	T18	T7	SRR6747944	SRR6748065
L_crispatus.fna	SRR6747944.bam	SRR6748065.bam		0	0	0			0.0	vagina	T18	T7	SRR6747944	SRR6748065
L_iners.fna	SRR6747944.bam	SRR6748065.bam	0.9425290893810444	1194387	9908	9768	0.9918217462179344	0.991704531278388	0.9057306438158792	vagina	T18	T7	SRR6747944	SRR6748065
L_jensenii.fna	SRR6747944.bam	SRR6748065.bam		0	0	0			0.0	vagina	T18	T7	SRR6747944	SRR6748065
P_bivia.fna	SRR6747944.bam	SRR6748065.bam		0	0	0			0.0	vagina	T18	T7	SRR6747944	SRR6748065
P_vulgatus.fna	SRR6747944.bam	SRR6748065.bam		0	0	0			0.0	vagina	T18	T7	SRR6747944	SRR6748065
G_vaginalis.fna	SRR6747944.bam	SRR6748072.bam		0	0	0			0.0	vagina	T18	T7	SRR6747944	SRR6748072
L_crispatus.fna	SRR6747944.bam	SRR6748072.bam		0	0	0			0.0	vagina	T18	T7	SRR6747944	SRR6748072
L_iners.fna	SRR6747944.bam	SRR6748072.bam	0.9422339123800928	1194322	9921	9771	0.9918187892377432	0.9916931949675212	0.9056813528475012	vagina	T18	T7	SRR6747944	SRR6748072
L_jensenii.fna	SRR6747944.bam	SRR6748072.bam		0	0	0			0.0	vagina	T18	T7	SRR6747944	SRR6748072
P_bivia.fna	SRR6747944.bam	SRR6748072.bam		0	0	0			0.0	vagina	T18	T7	SRR6747944	SRR6748072
G_vaginalis.fna	SRR6748192.bam	SRR6748065.bam		0	0	0			0.0	vagina	T18	T7	SRR6748192	SRR6748065
L_crispatus.fna	SRR6748192.bam	SRR6748065.bam		0	0	0			0.0	vagina	T18	T7	SRR6748192	SRR6748065
L_iners.fna	SRR6748192.bam	SRR6748065.bam	0.9436119733837156	1196165	9981	9837	0.991776218163882	0.9916558334343506	0.9070789413816638	vagina	T18	T7	SRR6748192	SRR6748065
L_jensenii.fna	SRR6748192.bam	SRR6748065.bam		0	0	0			0.0	vagina	T18	T7	SRR6748192	SRR6748065
P_bivia.fna	SRR6748192.bam	SRR6748065.bam		0	0	0			0.0	vagina	T18	T7	SRR6748192	SRR6748065
P_vulgatus.fna	SRR6748192.bam	SRR6748065.bam		0	0	0			0.0	vagina	T18	T7	SRR6748192	SRR6748065
G_vaginalis.fna	SRR6748192.bam	SRR6748072.bam		0	0	0			0.0	vagina	T18	T7	SRR6748192	SRR6748072
L_crispatus.fna	SRR6748192.bam	SRR6748072.bam		0	0	0			0.0	vagina	T18	T7	SRR6748192	SRR6748072
L_iners.fna	SRR6748192.bam	SRR6748072.bam	0.9432966925502332	1196087	9994	9839	0.9917740097501268	0.9916444205145613	0.9070197922196104	vagina	T18	T7	SRR6748192	SRR6748072
L_jensenii.fna	SRR6748192.bam	SRR6748072.bam		0	0	0			0.0	vagina	T18	T7	SRR6748192	SRR6748072
P_bivia.fna	SRR6748192.bam	SRR6748072.bam		0	0	0			0.0	vagina	T18	T7	SRR6748192	SRR6748072
